mcf-001,lamy                      ,123,LAMY                      ,,BLANDINE     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-12,2A004,99100,France,Bordeaux,33044,rue du vergne
mcf-002,da cunha                  ,123,DA CUNHA                  ,,SABRINA      ,female,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-22,2A004,99100,France,Bordeaux,33044,rue du vergne
mcf-003,francois                  ,123,FRANCOIS                  ,,YOAN         ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-26,2A004,99100,France,Bordeaux,33044,rue du vergne
mcf-004,seguin                    ,123,SEGUIN                    ,,MARGOT       ,female,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-04,2A004,99100,France,Bordeaux,33044,rue du vergne
mcf-005,lepoultier                ,123,LEPOULTIER                ,,MARIE        ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-09,2B033,99100,France,Bordeaux,33044,rue du vergne
mcf-006,morgo-orella              ,123,MORGO-ORELLA              ,,ALEXANDRE    ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-16,2B033,99100,France,Bordeaux,33044,rue du vergne
mcf-007,tillard                   ,123,TILLARD                   ,,LUCIE        ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-16,2B033,99100,France,Bordeaux,33044,rue du vergne
mcf-008,pepin                     ,123,PEPIN                     ,,DIMITRI      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-31,2B033,99100,France,Bordeaux,33044,rue du vergne
mcf-009,poirot                    ,123,POIROT                    ,,JEREMIE      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-02,2B033,99100,France,Bordeaux,33044,rue du vergne
mcf-010,jude                      ,123,JUDE                      ,,MEDERIC      ,female,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-29,2B033,99100,France,Bordeaux,33044,rue du vergne
mcf-011,zimmermann                ,123,ZIMMERMANN                ,,SYLVAIN      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-02,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-012,camilleri                 ,123,CAMILLERI                 ,,CELINE       ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-11,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-013,marolleau                 ,123,MAROLLEAU                 ,,LYDIE        ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-13,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-014,granger                   ,123,GRANGER                   ,,ROMAIN       ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-16,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-015,huet                      ,123,HUET                      ,,MANUEL       ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-11,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-016,leclair                   ,123,LECLAIR                   ,,AURELIE      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-14,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-017,deroubaix                 ,123,DEROUBAIX                 ,,JULIEN       ,female,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-23,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-018,carroue                   ,123,CARROUE                   ,,JENNIFER     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-14,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-019,peltot                    ,123,PELTOT                    ,,JEREMY       ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-27,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-020,brachet                   ,123,BRACHET                   ,,GARY         ,female,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-17,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-021,rousseau                  ,123,ROUSSEAU                  ,,EMMANUEL     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-12,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-022,renaudineau               ,123,RENAUDINEAU               ,,CHRISTOPHE   ,female,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-13,13055,99100,France,Bordeaux,33044,rue du vergne
mcf-023,gallot                    ,123,GALLOT                    ,,BASILE       ,female,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-03,13056,99100,France,Bordeaux,33044,rue du vergne
mcf-024,palluau                   ,123,PALLUAU                   ,,THIBAUT      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,1987-07-06,13056,99100,France,Bordeaux,33044,rue du vergne
